dates,category,value,year,month,category2,heat
1988-08-23,angry_index,80.818738,1988,8,1994년_이전,정상
1988-08-24,angry_index,80.287,1988,8,1994년_이전,정상
1988-08-25,angry_index,79.751675,1988,8,1994년_이전,정상
1988-08-26,angry_index,79.87700000000001,1988,8,1994년_이전,정상
1988-08-27,angry_index,73.56044,1988,8,1994년_이전,정상
1988-08-28,angry_index,74.21893,1988,8,1994년_이전,정상
1988-08-29,angry_index,72.93912,1988,8,1994년_이전,정상
1988-08-30,angry_index,77.268622,1988,8,1994년_이전,정상
1988-08-31,angry_index,79.87324,1988,8,1994년_이전,정상
1989-07-01,angry_index,79.37358,1989,7,1994년_이전,정상
1989-07-02,angry_index,75.408105,1989,7,1994년_이전,정상
1989-07-03,angry_index,74.5053,1989,7,1994년_이전,정상
1989-07-04,angry_index,77.881,1989,7,1994년_이전,정상
1989-07-05,angry_index,81.30743,1989,7,1994년_이전,정상
1989-07-06,angry_index,81.69184000000001,1989,7,1994년_이전,정상
1989-07-07,angry_index,81.78837999999999,1989,7,1994년_이전,정상
1989-07-08,angry_index,73.68639999999999,1989,7,1994년_이전,정상
1989-07-09,angry_index,80.322327,1989,7,1994년_이전,정상
1989-07-10,angry_index,80.90796499999999,1989,7,1994년_이전,정상
1989-07-11,angry_index,73.48296,1989,7,1994년_이전,정상
1989-07-12,angry_index,80.60713000000001,1989,7,1994년_이전,정상
1989-07-13,angry_index,81.57401200000001,1989,7,1994년_이전,정상
1989-07-14,angry_index,83.2108,1989,7,1994년_이전,정상
1989-07-15,angry_index,76.33774600000001,1989,7,1994년_이전,정상
1989-07-16,angry_index,79.70504,1989,7,1994년_이전,정상
1989-07-17,angry_index,82.908965,1989,7,1994년_이전,정상
1989-07-18,angry_index,85.219531,1989,7,1994년_이전,정상
1989-07-19,angry_index,84.44498,1989,7,1994년_이전,정상
1989-07-20,angry_index,79.755615,1989,7,1994년_이전,정상
1989-07-21,angry_index,82.6149,1989,7,1994년_이전,정상
1989-07-22,angry_index,84.969226,1989,7,1994년_이전,정상
1989-07-23,angry_index,83.940195,1989,7,1994년_이전,정상
1989-07-24,angry_index,83.29183499999999,1989,7,1994년_이전,정상
1989-07-25,angry_index,81.30883399999999,1989,7,1994년_이전,정상
1989-07-26,angry_index,82.91281000000001,1989,7,1994년_이전,정상
1989-07-27,angry_index,73.65207,1989,7,1994년_이전,정상
1989-07-28,angry_index,75.581784,1989,7,1994년_이전,정상
1989-07-29,angry_index,77.514547,1989,7,1994년_이전,정상
1989-07-30,angry_index,86.136388,1989,7,1994년_이전,정상
1989-07-31,angry_index,87.049246,1989,7,1994년_이전,정상
1989-08-01,angry_index,80.444527,1989,8,1994년_이전,정상
1989-08-02,angry_index,78.662985,1989,8,1994년_이전,정상
1989-08-03,angry_index,83.53004,1989,8,1994년_이전,정상
1989-08-04,angry_index,84.42594,1989,8,1994년_이전,정상
1989-08-05,angry_index,86.352085,1989,8,1994년_이전,정상
1989-08-06,angry_index,85.99909,1989,8,1994년_이전,정상
1989-08-07,angry_index,82.7327,1989,8,1994년_이전,정상
1989-08-08,angry_index,83.52642399999999,1989,8,1994년_이전,정상
1989-08-09,angry_index,82.34450799999999,1989,8,1994년_이전,정상
1989-08-10,angry_index,81.025484,1989,8,1994년_이전,정상
1989-08-11,angry_index,78.050832,1989,8,1994년_이전,정상
1989-08-12,angry_index,80.5694,1989,8,1994년_이전,정상
1989-08-13,angry_index,86.136388,1989,8,1994년_이전,정상
1989-08-14,angry_index,85.85249999999999,1989,8,1994년_이전,정상
1989-08-15,angry_index,81.351422,1989,8,1994년_이전,정상
1989-08-16,angry_index,79.88683,1989,8,1994년_이전,정상
1989-08-17,angry_index,80.8599,1989,8,1994년_이전,정상
1989-08-18,angry_index,80.94068999999999,1989,8,1994년_이전,정상
1989-08-19,angry_index,79.87189000000001,1989,8,1994년_이전,정상
1989-08-20,angry_index,78.67335,1989,8,1994년_이전,정상
1989-08-21,angry_index,74.978522,1989,8,1994년_이전,정상
1989-08-22,angry_index,78.612306,1989,8,1994년_이전,정상
1989-08-23,angry_index,83.613,1989,8,1994년_이전,정상
1989-08-24,angry_index,80.47955400000001,1989,8,1994년_이전,정상
1989-08-25,angry_index,78.13248,1989,8,1994년_이전,정상
1989-08-26,angry_index,80.3193,1989,8,1994년_이전,정상
1989-08-27,angry_index,81.498992,1989,8,1994년_이전,정상
1989-08-28,angry_index,81.36123,1989,8,1994년_이전,정상
1989-08-29,angry_index,74.381724,1989,8,1994년_이전,정상
1989-08-30,angry_index,76.017178,1989,8,1994년_이전,정상
1989-08-31,angry_index,79.68901,1989,8,1994년_이전,정상
1990-07-01,angry_index,76.63851,1990,7,1994년_이전,정상
1990-07-02,angry_index,68.976224,1990,7,1994년_이전,정상
1990-07-03,angry_index,71.67338000000001,1990,7,1994년_이전,정상
1990-07-04,angry_index,77.61466100000001,1990,7,1994년_이전,정상
1990-07-05,angry_index,80.158682,1990,7,1994년_이전,정상
1990-07-06,angry_index,80.12281,1990,7,1994년_이전,정상
1990-07-07,angry_index,83.55454,1990,7,1994년_이전,정상
1990-07-08,angry_index,85.0026,1990,7,1994년_이전,정상
1990-07-09,angry_index,86.07428999999999,1990,7,1994년_이전,정상
1990-07-10,angry_index,84.30174600000001,1990,7,1994년_이전,정상
1990-07-11,angry_index,77.53067999999999,1990,7,1994년_이전,정상
1990-07-12,angry_index,85.66638,1990,7,1994년_이전,정상
1990-07-13,angry_index,79.460036,1990,7,1994년_이전,정상
1990-07-14,angry_index,74.6797,1990,7,1994년_이전,정상
1990-07-15,angry_index,80.84952899999999,1990,7,1994년_이전,정상
1990-07-16,angry_index,81.439054,1990,7,1994년_이전,정상
1990-07-17,angry_index,78.31272799999999,1990,7,1994년_이전,정상
1990-07-18,angry_index,76.712481,1990,7,1994년_이전,정상
1990-07-19,angry_index,82.55104,1990,7,1994년_이전,정상
1990-07-20,angry_index,81.774055,1990,7,1994년_이전,정상
1990-07-21,angry_index,77.424275,1990,7,1994년_이전,정상
1990-07-22,angry_index,81.655954,1990,7,1994년_이전,정상
1990-07-23,angry_index,79.028695,1990,7,1994년_이전,정상
1990-07-24,angry_index,78.772872,1990,7,1994년_이전,정상
1990-07-25,angry_index,82.25465,1990,7,1994년_이전,정상
1990-07-26,angry_index,82.417168,1990,7,1994년_이전,정상
1990-07-27,angry_index,82.357466,1990,7,1994년_이전,정상
1990-07-28,angry_index,86.34994,1990,7,1994년_이전,정상
1990-07-29,angry_index,89.55061,1990,7,1994년_이전,정상
1990-07-30,angry_index,88.527,1990,7,1994년_이전,정상
1990-07-31,angry_index,87.118,1990,7,1994년_이전,정상
1990-08-01,angry_index,86.86260999999999,1990,8,1994년_이전,정상
1990-08-02,angry_index,88.744058,1990,8,1994년_이전,정상
1990-08-03,angry_index,87.015648,1990,8,1994년_이전,정상
1990-08-04,angry_index,86.195475,1990,8,1994년_이전,정상
1990-08-05,angry_index,87.379549,1990,8,1994년_이전,정상
1990-08-06,angry_index,87.901871,1990,8,1994년_이전,정상
1990-08-07,angry_index,89.54227499999999,1990,8,1994년_이전,정상
1990-08-08,angry_index,88.523329,1990,8,1994년_이전,정상
1990-08-09,angry_index,85.39404,1990,8,1994년_이전,정상
1990-08-10,angry_index,84.731667,1990,8,1994년_이전,정상
1990-08-11,angry_index,83.98966200000001,1990,8,1994년_이전,정상
1990-08-12,angry_index,86.642376,1990,8,1994년_이전,정상
1990-08-13,angry_index,85.59322,1990,8,1994년_이전,정상
1990-08-14,angry_index,79.66004000000001,1990,8,1994년_이전,정상
1990-08-15,angry_index,85.07887,1990,8,1994년_이전,정상
1990-08-16,angry_index,79.93091899999999,1990,8,1994년_이전,정상
1990-08-17,angry_index,83.24144000000001,1990,8,1994년_이전,정상
1990-08-18,angry_index,81.91457,1990,8,1994년_이전,정상
1990-08-19,angry_index,77.11832000000001,1990,8,1994년_이전,정상
1990-08-20,angry_index,76.60501099999999,1990,8,1994년_이전,정상
1990-08-21,angry_index,75.70692199999999,1990,8,1994년_이전,정상
1990-08-22,angry_index,85.56812,1990,8,1994년_이전,정상
1990-08-23,angry_index,81.594272,1990,8,1994년_이전,정상
1990-08-24,angry_index,82.92969,1990,8,1994년_이전,정상
1990-08-25,angry_index,82.689,1990,8,1994년_이전,정상
1990-08-26,angry_index,83.95570000000001,1990,8,1994년_이전,정상
1990-08-27,angry_index,83.849685,1990,8,1994년_이전,정상
1990-08-28,angry_index,84.22285600000001,1990,8,1994년_이전,정상
1990-08-29,angry_index,82.55520000000001,1990,8,1994년_이전,정상
1990-08-30,angry_index,84.201138,1990,8,1994년_이전,정상
1990-08-31,angry_index,76.23059,1990,8,1994년_이전,정상
1991-07-01,angry_index,75.27459999999999,1991,7,1994년_이전,정상
1991-07-02,angry_index,81.94014,1991,7,1994년_이전,정상
1991-07-03,angry_index,83.23008,1991,7,1994년_이전,정상
1991-07-04,angry_index,83.648064,1991,7,1994년_이전,정상
1991-07-05,angry_index,81.38271,1991,7,1994년_이전,정상
1991-07-06,angry_index,81.60401999999999,1991,7,1994년_이전,정상
1991-07-07,angry_index,76.401312,1991,7,1994년_이전,정상
1991-07-08,angry_index,76.120544,1991,7,1994년_이전,정상
1991-07-09,angry_index,74.5072,1991,7,1994년_이전,정상
1991-07-10,angry_index,79.049152,1991,7,1994년_이전,정상
1991-07-11,angry_index,75.262344,1991,7,1994년_이전,정상
1991-07-12,angry_index,80.818738,1991,7,1994년_이전,정상
1991-07-13,angry_index,80.46257,1991,7,1994년_이전,정상
1991-07-14,angry_index,80.651187,1991,7,1994년_이전,정상
1991-07-15,angry_index,75.532565,1991,7,1994년_이전,정상
1991-07-16,angry_index,78.701104,1991,7,1994년_이전,정상
1991-07-17,angry_index,82.050572,1991,7,1994년_이전,정상
1991-07-18,angry_index,83.55757,1991,7,1994년_이전,정상
1991-07-19,angry_index,80.39652799999999,1991,7,1994년_이전,정상
1991-07-20,angry_index,77.690038,1991,7,1994년_이전,정상
1991-07-21,angry_index,78.27977,1991,7,1994년_이전,정상
1991-07-22,angry_index,80.03275099999999,1991,7,1994년_이전,정상
1991-07-23,angry_index,80.328418,1991,7,1994년_이전,정상
1991-07-24,angry_index,77.680564,1991,7,1994년_이전,정상
1991-07-25,angry_index,75.653888,1991,7,1994년_이전,정상
1991-07-26,angry_index,78.89708999999999,1991,7,1994년_이전,정상
1991-07-27,angry_index,82.68539,1991,7,1994년_이전,정상
1991-07-28,angry_index,85.91544,1991,7,1994년_이전,정상
1991-07-29,angry_index,82.741326,1991,7,1994년_이전,정상
1991-07-30,angry_index,79.89155,1991,7,1994년_이전,정상
1991-07-31,angry_index,82.908965,1991,7,1994년_이전,정상
1991-08-01,angry_index,82.92969,1991,8,1994년_이전,정상
1991-08-02,angry_index,74.914688,1991,8,1994년_이전,정상
1991-08-03,angry_index,80.374921,1991,8,1994년_이전,정상
1991-08-04,angry_index,76.555938,1991,8,1994년_이전,정상
1991-08-05,angry_index,81.99600000000001,1991,8,1994년_이전,정상
1991-08-06,angry_index,79.32826399999999,1991,8,1994년_이전,정상
1991-08-07,angry_index,81.44425899999999,1991,8,1994년_이전,정상
1991-08-08,angry_index,82.469056,1991,8,1994년_이전,정상
1991-08-09,angry_index,74.52043,1991,8,1994년_이전,정상
1991-08-10,angry_index,79.957775,1991,8,1994년_이전,정상
1991-08-11,angry_index,81.64120299999999,1991,8,1994년_이전,정상
1991-08-12,angry_index,83.516305,1991,8,1994년_이전,정상
1991-08-13,angry_index,85.45996,1991,8,1994년_이전,정상
1991-08-14,angry_index,87.118,1991,8,1994년_이전,정상
1991-08-15,angry_index,88.18155000000002,1991,8,1994년_이전,정상
1991-08-16,angry_index,84.541718,1991,8,1994년_이전,정상
1991-08-17,angry_index,85.45808,1991,8,1994년_이전,정상
1991-08-18,angry_index,84.939712,1991,8,1994년_이전,정상
1991-08-19,angry_index,85.069725,1991,8,1994년_이전,정상
1991-08-20,angry_index,87.70213900000002,1991,8,1994년_이전,정상
1991-08-21,angry_index,84.23996,1991,8,1994년_이전,정상
1991-08-22,angry_index,79.416066,1991,8,1994년_이전,정상
1991-08-23,angry_index,73.65312,1991,8,1994년_이전,정상
1991-08-24,angry_index,80.434048,1991,8,1994년_이전,정상
1991-08-25,angry_index,81.654292,1991,8,1994년_이전,정상
1991-08-26,angry_index,79.301,1991,8,1994년_이전,정상
1991-08-27,angry_index,76.225942,1991,8,1994년_이전,정상
1991-08-28,angry_index,77.500719,1991,8,1994년_이전,정상
1991-08-29,angry_index,82.02356,1991,8,1994년_이전,정상
1991-08-30,angry_index,80.17239000000001,1991,8,1994년_이전,정상
1991-08-31,angry_index,80.908,1991,8,1994년_이전,정상
1992-07-01,angry_index,77.428625,1992,7,1994년_이전,정상
1992-07-02,angry_index,76.09309999999999,1992,7,1994년_이전,정상
1992-07-03,angry_index,72.10125,1992,7,1994년_이전,정상
1992-07-04,angry_index,80.402355,1992,7,1994년_이전,정상
1992-07-05,angry_index,84.66886,1992,7,1994년_이전,정상
1992-07-06,angry_index,82.85408,1992,7,1994년_이전,정상
1992-07-07,angry_index,81.849962,1992,7,1994년_이전,정상
1992-07-08,angry_index,82.79025,1992,7,1994년_이전,정상
1992-07-09,angry_index,79.868775,1992,7,1994년_이전,정상
1992-07-10,angry_index,77.40651299999999,1992,7,1994년_이전,정상
1992-07-11,angry_index,72.23067900000001,1992,7,1994년_이전,정상
1992-07-12,angry_index,78.17763,1992,7,1994년_이전,정상
1992-07-13,angry_index,79.83213,1992,7,1994년_이전,정상
1992-07-14,angry_index,81.49001200000001,1992,7,1994년_이전,정상
1992-07-15,angry_index,80.457517,1992,7,1994년_이전,정상
1992-07-16,angry_index,80.187516,1992,7,1994년_이전,정상
1992-07-17,angry_index,75.35820799999999,1992,7,1994년_이전,정상
1992-07-18,angry_index,82.202503,1992,7,1994년_이전,정상
1992-07-19,angry_index,84.9853,1992,7,1994년_이전,정상
1992-07-20,angry_index,81.46659600000001,1992,7,1994년_이전,정상
1992-07-21,angry_index,80.01139,1992,7,1994년_이전,정상
1992-07-22,angry_index,77.93156,1992,7,1994년_이전,정상
1992-07-23,angry_index,83.479085,1992,7,1994년_이전,정상
1992-07-24,angry_index,82.73519999999999,1992,7,1994년_이전,정상
1992-07-25,angry_index,81.86558,1992,7,1994년_이전,정상
1992-07-26,angry_index,82.382745,1992,7,1994년_이전,정상
1992-07-27,angry_index,77.883795,1992,7,1994년_이전,정상
1992-07-28,angry_index,84.97030000000001,1992,7,1994년_이전,정상
1992-07-29,angry_index,83.44936200000001,1992,7,1994년_이전,정상
1992-07-30,angry_index,78.566175,1992,7,1994년_이전,정상
1992-07-31,angry_index,82.25492,1992,7,1994년_이전,정상
1992-08-01,angry_index,85.82917,1992,8,1994년_이전,정상
1992-08-02,angry_index,84.457788,1992,8,1994년_이전,정상
1992-08-03,angry_index,82.70352,1992,8,1994년_이전,정상
1992-08-04,angry_index,79.42935,1992,8,1994년_이전,정상
1992-08-05,angry_index,81.317768,1992,8,1994년_이전,정상
1992-08-06,angry_index,76.77512,1992,8,1994년_이전,정상
1992-08-07,angry_index,72.125175,1992,8,1994년_이전,정상
1992-08-08,angry_index,81.99600000000001,1992,8,1994년_이전,정상
1992-08-09,angry_index,81.415434,1992,8,1994년_이전,정상
1992-08-10,angry_index,81.799072,1992,8,1994년_이전,정상
1992-08-11,angry_index,81.485008,1992,8,1994년_이전,정상
1992-08-12,angry_index,78.44704,1992,8,1994년_이전,정상
1992-08-13,angry_index,82.1962,1992,8,1994년_이전,정상
1992-08-14,angry_index,76.451018,1992,8,1994년_이전,정상
1992-08-15,angry_index,74.1121,1992,8,1994년_이전,정상
1992-08-16,angry_index,78.56068,1992,8,1994년_이전,정상
1992-08-17,angry_index,74.20670000000001,1992,8,1994년_이전,정상
1992-08-18,angry_index,82.107568,1992,8,1994년_이전,정상
1992-08-19,angry_index,81.34935999999999,1992,8,1994년_이전,정상
1992-08-20,angry_index,82.18832,1992,8,1994년_이전,정상
1992-08-21,angry_index,80.687,1992,8,1994년_이전,정상
1992-08-22,angry_index,82.739408,1992,8,1994년_이전,정상
1992-08-23,angry_index,80.306336,1992,8,1994년_이전,정상
1992-08-24,angry_index,79.40599900000001,1992,8,1994년_이전,정상
1992-08-25,angry_index,82.072765,1992,8,1994년_이전,정상
1992-08-26,angry_index,82.741326,1992,8,1994년_이전,정상
1992-08-27,angry_index,73.45662,1992,8,1994년_이전,정상
1992-08-28,angry_index,77.14126,1992,8,1994년_이전,정상
1992-08-29,angry_index,85.824636,1992,8,1994년_이전,정상
1992-08-30,angry_index,84.986275,1992,8,1994년_이전,정상
1992-08-31,angry_index,82.65124499999999,1992,8,1994년_이전,정상
1993-07-01,angry_index,78.314606,1993,7,1994년_이전,정상
1993-07-02,angry_index,82.58423200000001,1993,7,1994년_이전,정상
1993-07-03,angry_index,79.12774200000001,1993,7,1994년_이전,정상
1993-07-04,angry_index,83.47296,1993,7,1994년_이전,정상
1993-07-05,angry_index,82.04396,1993,7,1994년_이전,정상
1993-07-06,angry_index,81.1539,1993,7,1994년_이전,정상
1993-07-07,angry_index,83.65988200000001,1993,7,1994년_이전,정상
1993-07-08,angry_index,75.9341,1993,7,1994년_이전,정상
1993-07-09,angry_index,78.39989,1993,7,1994년_이전,정상
1993-07-10,angry_index,82.68539,1993,7,1994년_이전,정상
1993-07-11,angry_index,76.00725,1993,7,1994년_이전,정상
1993-07-12,angry_index,76.074728,1993,7,1994년_이전,정상
1993-07-13,angry_index,74.486423,1993,7,1994년_이전,정상
1993-07-14,angry_index,81.99527,1993,7,1994년_이전,정상
1993-07-15,angry_index,81.811138,1993,7,1994년_이전,정상
1993-07-16,angry_index,77.95456,1993,7,1994년_이전,정상
1993-07-17,angry_index,68.77530000000002,1993,7,1994년_이전,정상
1993-07-18,angry_index,77.421152,1993,7,1994년_이전,정상
1993-07-19,angry_index,76.61898,1993,7,1994년_이전,정상
1993-07-20,angry_index,75.95465,1993,7,1994년_이전,정상
1993-07-21,angry_index,77.014256,1993,7,1994년_이전,정상
1993-07-22,angry_index,77.35588200000001,1993,7,1994년_이전,정상
1993-07-23,angry_index,78.17269999999999,1993,7,1994년_이전,정상
1993-07-24,angry_index,75.4447,1993,7,1994년_이전,정상
1993-07-25,angry_index,75.36882399999999,1993,7,1994년_이전,정상
1993-07-26,angry_index,76.29087200000001,1993,7,1994년_이전,정상
1993-07-27,angry_index,79.15617,1993,7,1994년_이전,정상
1993-07-28,angry_index,83.16241,1993,7,1994년_이전,정상
1993-07-29,angry_index,76.78771,1993,7,1994년_이전,정상
1993-07-30,angry_index,78.30812,1993,7,1994년_이전,정상
1993-07-31,angry_index,82.26805,1993,7,1994년_이전,정상
1993-08-01,angry_index,83.79867,1993,8,1994년_이전,정상
1993-08-02,angry_index,76.599805,1993,8,1994년_이전,정상
1993-08-03,angry_index,77.39074,1993,8,1994년_이전,정상
1993-08-04,angry_index,78.878488,1993,8,1994년_이전,정상
1993-08-05,angry_index,78.33784,1993,8,1994년_이전,정상
1993-08-06,angry_index,77.9714,1993,8,1994년_이전,정상
1993-08-07,angry_index,77.60046,1993,8,1994년_이전,정상
1993-08-08,angry_index,75.03043600000001,1993,8,1994년_이전,정상
1993-08-09,angry_index,84.881335000000007,1993,8,1994년_이전,정상
1993-08-10,angry_index,77.66174799999999,1993,8,1994년_이전,정상
1993-08-11,angry_index,82.851205,1993,8,1994년_이전,정상
1993-08-12,angry_index,84.20108,1993,8,1994년_이전,정상
1993-08-13,angry_index,74.77430000000001,1993,8,1994년_이전,정상
1993-08-14,angry_index,81.72148,1993,8,1994년_이전,정상
1993-08-15,angry_index,76.1488,1993,8,1994년_이전,정상
1993-08-16,angry_index,71.245645,1993,8,1994년_이전,정상
1993-08-17,angry_index,78.52419,1993,8,1994년_이전,정상
1993-08-18,angry_index,78.08552,1993,8,1994년_이전,정상
1993-08-19,angry_index,81.10185000000001,1993,8,1994년_이전,정상
1993-08-20,angry_index,77.46208,1993,8,1994년_이전,정상
1993-08-21,angry_index,70.17160000000001,1993,8,1994년_이전,정상
1993-08-22,angry_index,79.132655,1993,8,1994년_이전,정상
1993-08-23,angry_index,81.82908,1993,8,1994년_이전,정상
1993-08-24,angry_index,75.9341,1993,8,1994년_이전,정상
1993-08-25,angry_index,80.86308700000001,1993,8,1994년_이전,정상
1993-08-26,angry_index,81.75406000000001,1993,8,1994년_이전,정상
1993-08-27,angry_index,80.23725,1993,8,1994년_이전,정상
1993-08-28,angry_index,79.23682,1993,8,1994년_이전,정상
1993-08-29,angry_index,79.32826399999999,1993,8,1994년_이전,정상
1993-08-30,angry_index,81.04584,1993,8,1994년_이전,정상
1993-08-31,angry_index,80.032959,1993,8,1994년_이전,정상
1994-07-01,angry_index,74.23527200000001,1994,7,1994년_이후,정상
1994-07-02,angry_index,83.861366,1994,7,1994년_이후,정상
1994-07-03,angry_index,81.80748,1994,7,1994년_이후,정상
1994-07-04,angry_index,80.89012500000001,1994,7,1994년_이후,정상
1994-07-05,angry_index,78.5781,1994,7,1994년_이후,정상
1994-07-06,angry_index,83.30658,1994,7,1994년_이후,정상
1994-07-07,angry_index,77.72659200000001,1994,7,1994년_이후,정상
1994-07-08,angry_index,86.383352,1994,7,1994년_이후,정상
1994-07-09,angry_index,86.818128,1994,7,1994년_이후,정상
1994-07-10,angry_index,79.543450000000007,1994,7,1994년_이후,정상
1994-07-11,angry_index,86.37796900000001,1994,7,1994년_이후,정상
1994-07-12,angry_index,89.89012,1994,7,1994년_이후,정상
1994-07-13,angry_index,87.755042,1994,7,1994년_이후,정상
1994-07-14,angry_index,83.85515000000001,1994,7,1994년_이후,정상
1994-07-15,angry_index,87.57071400000001,1994,7,1994년_이후,정상
1994-07-16,angry_index,88.542606,1994,7,1994년_이후,정상
1994-07-17,angry_index,87.29713799999999,1994,7,1994년_이후,정상
1994-07-18,angry_index,89.60842,1994,7,1994년_이후,정상
1994-07-19,angry_index,89.15945,1994,7,1994년_이후,정상
1994-07-20,angry_index,89.67100099999999,1994,7,1994년_이후,정상
1994-07-21,angry_index,92.14789999999999,1994,7,1994년_이후,정상
1994-07-22,angry_index,91.93945,1994,7,1994년_이후,정상
1994-07-23,angry_index,92.95202400000001,1994,7,1994년_이후,정상
1994-07-24,angry_index,90.32922,1994,7,1994년_이후,정상
1994-07-25,angry_index,88.67897599999999,1994,7,1994년_이후,정상
1994-07-26,angry_index,89.8084,1994,7,1994년_이후,정상
1994-07-27,angry_index,88.96822,1994,7,1994년_이후,정상
1994-07-28,angry_index,89.18565000000001,1994,7,1994년_이후,정상
1994-07-29,angry_index,90.278512,1994,7,1994년_이후,정상
1994-07-30,angry_index,86.621125,1994,7,1994년_이후,정상
1994-07-31,angry_index,89.80055,1994,7,1994년_이후,정상
1994-08-01,angry_index,83.636975,1994,8,1994년_이후,정상
1994-08-02,angry_index,89.129278,1994,8,1994년_이후,정상
1994-08-03,angry_index,87.371875,1994,8,1994년_이후,정상
1994-08-04,angry_index,86.85368,1994,8,1994년_이후,정상
1994-08-05,angry_index,91.011552,1994,8,1994년_이후,정상
1994-08-06,angry_index,90.67252,1994,8,1994년_이후,정상
1994-08-07,angry_index,87.79589200000001,1994,8,1994년_이후,정상
1994-08-08,angry_index,88.0495,1994,8,1994년_이후,정상
1994-08-09,angry_index,92.01265000000001,1994,8,1994년_이후,정상
1994-08-10,angry_index,82.460415,1994,8,1994년_이후,정상
1994-08-11,angry_index,87.80416,1994,8,1994년_이후,정상
1994-08-12,angry_index,89.709035,1994,8,1994년_이후,정상
1994-08-13,angry_index,90.26784,1994,8,1994년_이후,정상
1994-08-14,angry_index,87.68755999999999,1994,8,1994년_이후,정상
1994-08-15,angry_index,86.98007000000001,1994,8,1994년_이후,정상
1994-08-16,angry_index,86.59990200000001,1994,8,1994년_이후,정상
1994-08-17,angry_index,83.800268,1994,8,1994년_이후,정상
1994-08-18,angry_index,81.840925,1994,8,1994년_이후,정상
1994-08-19,angry_index,83.142829,1994,8,1994년_이후,정상
1994-08-20,angry_index,81.69864,1994,8,1994년_이후,정상
1994-08-21,angry_index,80.354032,1994,8,1994년_이후,정상
1994-08-22,angry_index,80.740579,1994,8,1994년_이후,정상
1994-08-23,angry_index,83.496072,1994,8,1994년_이후,정상
1994-08-24,angry_index,82.79025,1994,8,1994년_이후,정상
1994-08-25,angry_index,77.084,1994,8,1994년_이후,정상
1994-08-26,angry_index,85.41459,1994,8,1994년_이후,정상
1994-08-27,angry_index,83.31268500000002,1994,8,1994년_이후,정상
1994-08-28,angry_index,78.05295,1994,8,1994년_이후,정상
1994-08-29,angry_index,78.21804,1994,8,1994년_이후,정상
1994-08-30,angry_index,81.166694,1994,8,1994년_이후,정상
1994-08-31,angry_index,84.52096,1994,8,1994년_이후,정상
1995-07-01,angry_index,77.872875,1995,7,1994년_이후,정상
1995-07-02,angry_index,75.06033,1995,7,1994년_이후,정상
1995-07-03,angry_index,78.023718,1995,7,1994년_이후,정상
1995-07-04,angry_index,77.309467,1995,7,1994년_이후,정상
1995-07-05,angry_index,78.31737100000001,1995,7,1994년_이후,정상
1995-07-06,angry_index,78.378241,1995,7,1994년_이후,정상
1995-07-07,angry_index,82.35419999999999,1995,7,1994년_이후,정상
1995-07-08,angry_index,74.520448,1995,7,1994년_이후,정상
1995-07-09,angry_index,75.48279,1995,7,1994년_이후,정상
1995-07-10,angry_index,74.32096899999999,1995,7,1994년_이후,정상
1995-07-11,angry_index,78.40305000000001,1995,7,1994년_이후,정상
1995-07-12,angry_index,79.26999,1995,7,1994년_이후,정상
1995-07-13,angry_index,77.82169,1995,7,1994년_이후,정상
1995-07-14,angry_index,78.17080000000001,1995,7,1994년_이후,정상
1995-07-15,angry_index,79.56468699999999,1995,7,1994년_이후,정상
1995-07-16,angry_index,78.253548,1995,7,1994년_이후,정상
1995-07-17,angry_index,80.50018,1995,7,1994년_이후,정상
1995-07-18,angry_index,76.87645499999999,1995,7,1994년_이후,정상
1995-07-19,angry_index,72.15519,1995,7,1994년_이후,정상
1995-07-20,angry_index,70.02420799999999,1995,7,1994년_이후,정상
1995-07-21,angry_index,78.68696,1995,7,1994년_이후,정상
1995-07-22,angry_index,83.87776,1995,7,1994년_이후,정상
1995-07-23,angry_index,86.60116000000001,1995,7,1994년_이후,정상
1995-07-24,angry_index,80.96679800000001,1995,7,1994년_이후,정상
1995-07-25,angry_index,84.161048,1995,7,1994년_이후,정상
1995-07-26,angry_index,83.66235,1995,7,1994년_이후,정상
1995-07-27,angry_index,83.16147000000001,1995,7,1994년_이후,정상
1995-07-28,angry_index,85.987057,1995,7,1994년_이후,정상
1995-07-29,angry_index,82.45877999999999,1995,7,1994년_이후,정상
1995-07-30,angry_index,84.66886,1995,7,1994년_이후,정상
1995-07-31,angry_index,84.443255,1995,7,1994년_이후,정상
1995-08-01,angry_index,85.377119,1995,8,1994년_이후,정상
1995-08-02,angry_index,82.972627,1995,8,1994년_이후,정상
1995-08-03,angry_index,83.0852,1995,8,1994년_이후,정상
1995-08-04,angry_index,84.16142,1995,8,1994년_이후,정상
1995-08-05,angry_index,81.25484,1995,8,1994년_이후,정상
1995-08-06,angry_index,85.53034400000001,1995,8,1994년_이후,정상
1995-08-07,angry_index,82.22272000000001,1995,8,1994년_이후,정상
1995-08-08,angry_index,80.70320000000001,1995,8,1994년_이후,정상
1995-08-09,angry_index,81.434448,1995,8,1994년_이후,정상
1995-08-10,angry_index,83.55236,1995,8,1994년_이후,정상
1995-08-11,angry_index,83.8812,1995,8,1994년_이후,정상
1995-08-12,angry_index,85.40930499999999,1995,8,1994년_이후,정상
1995-08-13,angry_index,84.871868,1995,8,1994년_이후,정상
1995-08-14,angry_index,89.33819500000001,1995,8,1994년_이후,정상
